step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
364,0.34582,0.83333,,
365,0.2947,0.875,,
366,0.30565,0.93548,,
367,0.21922,0.95833,,
368,0.87099,0.79688,,
369,0.36462,0.87129,,
370,0.21336,0.86207,,
371,0.45987,0.86,,
372,0.11903,0.96491,,
373,1.58796,0.71839,,
374,0.76824,0.80435,,
375,0.19306,0.93182,,
376,0.09785,0.98113,,
377,1.21333,0.75581,,
378,0.47363,0.77778,,
379,0.56766,0.86452,,
380,1.97298,0.59574,,
381,0.16598,0.94737,,
382,1.05301,0.78302,,
383,0.08852,0.93548,,
384,0.87462,0.83422,,
385,0.11214,0.94231,,
386,0.2019,0.95082,,
387,0.22272,0.93333,,
388,0.2343,0.92908,,
389,0.32575,0.91946,,
390,0.73116,0.8178,,
391,0.43439,0.92063,,
392,0.20074,0.92857,,
393,1.70948,0.66667,,
394,0.26462,0.94495,,
395,1.49066,0.64444,,
396,0.23103,0.94118,,
397,1.19985,0.82143,,
398,0.05681,0.97561,,
399,0.51714,0.86842,,
400,0.42007,0.90566,0.41641,0.89394
401,0.13096,0.94737,,
402,1.51363,0.74176,,
403,1.12943,0.84211,,
404,0.56883,0.8547,,
405,0.43561,0.88732,,
406,1.31232,0.75472,,
407,0.87154,0.84694,,
408,0.47093,0.8547,,
409,0.20935,0.86667,,
410,0.23881,0.92562,,
411,0.11388,0.95122,,
412,1.57388,0.68,,
413,0.05296,1.0,,
414,0.34549,0.82759,,
415,1.09871,0.70213,,
416,0.72213,0.87166,,
417,0.06667,0.98246,,
418,0.06657,0.98519,,
419,0.0569,0.9697,,
420,0.11172,0.96825,,
421,0.64262,0.84466,,
422,0.46399,0.8547,,
423,0.07569,0.98077,,
424,0.03676,1.0,,
425,0.10872,0.95789,,
426,0.03656,1.0,,
427,1.50216,0.62162,,
428,1.9412,0.61947,,
429,0.29056,0.90476,,
430,0.27646,0.92405,,
431,2.19966,0.55518,,
432,0.61531,0.89216,,
433,0.15639,0.95349,,
434,0.01496,1.0,,
435,0.46601,0.90196,,
436,0.33285,0.90265,,
437,0.13943,0.96454,,
438,0.52851,0.8806,,
439,1.51313,0.7,,
440,0.24372,0.93069,,
441,0.25772,0.88,,
442,0.30754,0.91,,
443,0.86363,0.78516,,
444,0.10187,0.95238,,
445,0.70354,0.85714,,
446,1.62672,0.5812,,
447,0.45995,0.90385,,
448,1.94944,0.5587,,
449,0.89512,0.78417,,
450,2.27326,0.48601,,
451,0.39092,0.85714,,
452,0.18517,0.92517,,
453,0.36263,0.90152,,
454,0.44995,0.87059,,
455,0.33724,0.92424,,
456,0.03552,0.98214,,
457,0.14928,0.94286,,
458,0.2679,0.90323,,
459,0.56441,0.84337,,
460,0.56199,0.85938,,
461,0.22388,0.94872,,
462,0.45482,0.88387,,
463,0.36894,0.84375,,
464,0.11712,0.95,,
465,0.1738,0.93548,,
466,1.37845,0.65,,
467,0.16088,0.95312,,
468,0.12034,0.98611,,
469,1.35442,0.72494,,
470,0.40371,0.92763,,
471,1.32426,0.66923,,
472,1.35311,0.69027,,
473,0.16732,0.91667,,
474,0.23941,0.9375,,
475,0.29343,0.92958,,
476,0.36024,0.89831,,
477,0.07335,0.96774,,
478,0.07064,0.96622,,
479,0.92755,0.76923,,
480,0.50942,0.86154,,
481,0.78588,0.84058,,
482,0.64517,0.81197,,
483,0.32722,0.91304,,
484,1.88599,0.63636,,
485,0.19351,0.95294,,
486,0.33871,0.87342,,
487,0.24753,0.94872,,
488,0.60526,0.85366,,
489,0.86651,0.79412,,
490,0.31058,0.90698,,
491,0.33385,0.90476,,
492,0.16112,0.93333,,
493,0.29021,0.875,,
494,0.09075,0.96429,,
495,0.31378,0.9322,,
496,0.90513,0.78704,,
497,0.23496,0.90909,,
498,0.15165,0.94595,,
499,0.19731,0.9,,
500,0.51837,0.79412,0.3999,0.90141
501,0.68715,0.81818,,
502,1.37378,0.70707,,
